Posted_Date,Transaction_Date,Action,Ticker,Expiry,Strike,Option_Type,Type,Quantity,Price,Fees & Com,Amount,Status,Protective Puts
04/21/2025,04/17/2025,Expired,MCD,04/17/2025,300.0,Put,Expired,2.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,MCD,04/17/2025,290.0,Put,Expired,2.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,CAT,04/17/2025,310.0,Call,Expired,4.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,CVX,04/17/2025,125.0,Put,Expired,2.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,ORCL,04/17/2025,115.0,Put,Expired,2.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,ORCL,04/17/2025,140.0,Call,Expired,2.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,ORCL,04/17/2025,135.0,Call,Expired,2.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,VDE,04/17/2025,110.0,Put,Expired,-2.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,NVDA,04/17/2025,95.0,Put,Expired,5.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,AMD,04/17/2025,75.0,Put,Expired,2.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,EXPE,04/17/2025,170.0,Call,Expired,2.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,AVGO,04/17/2025,130.0,Put,Expired,2.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,AVGO,04/17/2025,165.0,Put,Expired,2.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,AMD,04/17/2025,85.0,Put,Expired,2.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Sell,AAPL,,0.0,,Stock Sell,1000.0,225.0,6.43,224993.57,Close,No
04/21/2025,04/17/2025,Sell,AAPL,,0.0,,Stock Sell,2000.0,235.0,13.4,469986.6,Open,No
04/21/2025,04/17/2025,Sell,AAPL,,0.0,,Stock Sell,100.0,230.0,0.66,22999.34,Open,No
04/21/2025,04/17/2025,Sell,VFMO,,0.0,,Stock Sell,100.0,152.0,0.44,15199.56,Open,No
04/17/2025,04/17/2025,Sell to Open,CAT,04/25/2025,310.0,Call,Call Sell,2.0,0.78,0.53,155.47,Open,No
04/17/2025,04/17/2025,Sell to Open,AMD,04/25/2025,79.0,Put,Put Sell,2.0,0.51,0.53,101.47,Open,No
04/17/2025,04/17/2025,Sell to Open,NVDA,04/25/2025,105.0,Call,Call Sell,2.0,1.6,0.54,319.46,Open,No
04/15/2025,04/15/2025,Sell to Open,AVGO,04/17/2025,187.5,Call,Call Sell,4.0,0.68,1.06,270.94,Close,No
04/15/2025,04/15/2025,Sell to Open,WDAY,04/17/2025,240.0,Call,Call Sell,4.0,0.82,1.06,326.94,Close,No
04/14/2025,04/14/2025,Sell to Open,CAT,04/17/2025,310.0,Call,Call Sell,4.0,0.94,1.06,374.94,Close,No
04/14/2025,04/14/2025,Sell to Open,ORCL,04/17/2025,135.0,Call,Call Sell,2.0,2.3,0.54,459.46,Close,No
04/14/2025,04/14/2025,Sell to Open,ORCL,04/17/2025,124.0,Put,Put Sell,2.0,0.35,0.53,69.47,Close,No
04/14/2025,04/14/2025,Sell to Open,ORCL,04/17/2025,140.0,Call,Call Sell,2.0,0.85,0.53,169.47,Close,No
04/14/2025,04/14/2025,Sell to Open,MCD,04/17/2025,300.0,Put,Put Sell,2.0,0.43,0.53,85.47,Close,No
04/14/2025,04/14/2025,Sell to Open,INTC,04/25/2025,24.5,Call,Call Sell,10.0,0.25,2.65,247.35,Open,No
04/14/2025,04/14/2025,Sell to Open,CVX,04/17/2025,125.0,Put,Put Sell,2.0,0.38,0.53,75.47,Close,No
04/14/2025,04/14/2025,Sell to Open,CAT,04/17/2025,312.5,Call,Call Sell,2.0,0.91,0.54,181.46,Close,No
04/14/2025,04/14/2025,Sell to Open,AVGO,04/17/2025,165.0,Put,Put Sell,2.0,1.15,0.54,229.46,Close,No
04/14/2025,04/14/2025,Sell to Open,AMD,04/17/2025,85.0,Put,Put Sell,2.0,0.44,0.53,87.47,Close,No
04/14/2025,04/11/2025,Sell,DE,,0.0,,Stock Sell,100.0,445.0,1.26,44498.74,Close,No
04/14/2025,04/11/2025,Sell,AVGO,,0.0,,Stock Sell,200.0,172.5,0.99,34499.01,Close,No
04/14/2025,04/11/2025,Buy,CAT,,0.0,,Stock Buy,200.0,300.0,0.0,-60000.0,Open,No
04/14/2025,04/11/2025,Buy,XOM,,0.0,,Stock Buy,300.0,115.0,0.0,-34500.0,Open,No
04/14/2025,04/11/2025,Buy,ORCL,,0.0,,Stock Buy,200.0,135.0,0.0,-27000.0,Open,No
04/14/2025,04/11/2025,Expired,AVGO,04/11/2025,115.0,Put,Expired,2.0,0.0,0.0,0.0,Close,No
04/14/2025,04/11/2025,Expired,ORCL,04/11/2025,162.5,Call,Expired,3.0,0.0,0.0,0.0,Close,No
04/14/2025,04/11/2025,Expired,NVDA,04/11/2025,102.0,Put,Expired,2.0,0.0,0.0,0.0,Close,No
04/14/2025,04/11/2025,Expired,TOL,04/11/2025,90.0,Put,Expired,3.0,0.0,0.0,0.0,Close,No
04/14/2025,04/11/2025,Expired,NVDA,04/11/2025,80.0,Put,Expired,2.0,0.0,0.0,0.0,Close,No
04/14/2025,04/11/2025,Expired,HD,04/11/2025,290.0,Put,Expired,1.0,0.0,0.0,0.0,Close,No
04/14/2025,04/11/2025,Expired,DE,04/11/2025,360.0,Put,Expired,1.0,0.0,0.0,0.0,Close,No
04/14/2025,04/11/2025,Expired,CVX,04/11/2025,135.0,Put,Expired,1.0,0.0,0.0,0.0,Close,No
04/14/2025,04/11/2025,Expired,CVX,04/11/2025,120.0,Put,Expired,1.0,0.0,0.0,0.0,Close,No
04/14/2025,04/11/2025,Expired,CAT,04/11/2025,250.0,Put,Expired,2.0,0.0,0.0,0.0,Close,No
04/14/2025,04/11/2025,Expired,ORCL,04/11/2025,100.0,Put,Expired,2.0,0.0,0.0,0.0,Close,No
04/14/2025,04/11/2025,Expired,MCD,04/11/2025,280.0,Put,Expired,2.0,0.0,0.0,0.0,Close,No
04/14/2025,04/11/2025,Expired,MCD,04/11/2025,295.0,Put,Expired,2.0,0.0,0.0,0.0,Close,No
04/14/2025,04/11/2025,Expired,DE,04/11/2025,430.0,Put,Expired,1.0,0.0,0.0,0.0,Close,No
04/14/2025,04/11/2025,Expired,DE,04/11/2025,415.0,Put,Expired,1.0,0.0,0.0,0.0,Close,No
04/14/2025,04/11/2025,Expired,AMD,04/11/2025,92.0,Put,Expired,2.0,0.0,0.0,0.0,Close,No
04/14/2025,04/11/2025,Expired,AAPL,04/11/2025,210.0,Call,Expired,2.0,0.0,0.0,0.0,Close,No
04/14/2025,04/11/2025,Assigned,DE,04/11/2025,445.0,Call,Assigned,1.0,0.0,0.0,0.0,Close,No
04/14/2025,04/11/2025,Assigned,AVGO,04/11/2025,172.5,Call,Assigned,2.0,0.0,0.0,0.0,Close,No
04/14/2025,04/11/2025,Assigned,CAT,04/11/2025,300.0,Put,Assigned,2.0,0.0,0.0,0.0,Close,No
04/14/2025,04/11/2025,Assigned,XOM,04/11/2025,115.0,Put,Assigned,3.0,0.0,0.0,0.0,Close,No
04/14/2025,04/11/2025,Assigned,ORCL,04/11/2025,135.0,Put,Assigned,2.0,0.0,0.0,0.0,Close,No
04/11/2025,04/11/2025,Buy to Open,NVDA,09/18/2026,110.0,Put,Put Buy,4.0,22.5,1.04,-9001.04,Open,Yes
04/11/2025,04/11/2025,Sell to Open,NVDA,04/17/2025,95.0,Put,Put Sell,5.0,0.66,1.32,328.68,Close,No
04/11/2025,04/11/2025,Sell to Open,TOL,04/17/2025,86.0,Put,Put Sell,3.0,0.95,0.8,284.2,Close,No
04/11/2025,04/11/2025,Sell to Open,ORCL,04/17/2025,115.0,Put,Put Sell,2.0,0.66,0.53,131.47,Close,No
04/11/2025,04/11/2025,Sell to Open,AAPL,04/17/2025,212.5,Call,Call Sell,2.0,1.42,0.54,283.46,Close,No
04/11/2025,04/11/2025,Sell to Open,DE,04/17/2025,372.5,Put,Put Sell,1.0,1.2,0.26,119.74,Close,No
04/11/2025,04/11/2025,Buy to Open,CMCSA,06/18/2026,32.5,Put,Put Buy,12.0,3.75,3.13,-4503.13,Open,Yes
04/11/2025,04/11/2025,Sell to Close,CMCSA,04/17/2025,35.0,Put,Put Sell,12.0,1.81,3.22,2168.78,Close,No
04/11/2025,04/11/2025,Sell to Open,AVGO,04/17/2025,130.0,Put,Put Sell,2.0,0.47,0.53,93.47,Close,No
04/11/2025,04/11/2025,Sell to Open,AMD,04/17/2025,75.0,Put,Put Sell,2.0,0.7,0.53,139.47,Close,No
04/11/2025,04/11/2025,Buy to Close,AAPL,04/11/2025,160.0,Put,Put Buy,2.0,0.01,0.02,-2.02,Close,No
04/11/2025,04/11/2025,Buy to Close,AAPL,04/11/2025,155.0,Put,Put Buy,5.0,0.01,0.05,-5.05,Close,No
04/11/2025,04/11/2025,Buy to Close,AAPL,04/11/2025,235.0,Call,Call Buy,2.0,0.01,0.02,-2.02,Close,No
04/10/2025,04/10/2025,Sell to Open,NVDA,04/17/2025,84.0,Put,Put Sell,2.0,0.4,0.53,79.47,Close,No
04/10/2025,04/10/2025,Sell to Open,AVGO,04/17/2025,139.0,Put,Put Sell,2.0,0.59,0.53,117.47,Close,No
04/10/2025,04/10/2025,Sell to Open,AAPL,04/11/2025,155.0,Put,Put Sell,5.0,0.09,1.31,43.69,Close,No
04/09/2025,04/09/2025,Sell to Open,HD,04/17/2025,315.0,Put,Put Sell,2.0,1.46,0.54,291.46,Close,No
04/07/2025,04/07/2025,Buy to Close,AVGO,04/11/2025,172.5,Call,Call Buy,1.0,1.1,0.26,-110.26,Close,No
04/07/2025,04/07/2025,Sell to Open,AVGO,04/11/2025,172.5,Call,Call Sell,3.0,1.15,0.8,344.2,Close,No
04/07/2025,04/07/2025,Sell to Open,XOM,04/17/2025,116.0,Call,Call Sell,3.0,0.29,0.79,86.21,Close,No
04/07/2025,04/07/2025,Sell to Open,EXPE,04/17/2025,170.0,Call,Call Sell,2.0,0.4,0.53,79.47,Close,No
04/07/2025,04/07/2025,Sell to Open,CVX,04/11/2025,120.0,Put,Put Sell,1.0,0.68,0.26,67.74,Close,No
04/07/2025,04/07/2025,Sell to Open,ORCL,04/11/2025,100.0,Put,Put Sell,2.0,0.72,0.53,143.47,Close,No
04/07/2025,04/07/2025,Sell to Open,HD,04/17/2025,265.0,Put,Put Sell,1.0,0.98,0.26,97.74,Close,No
04/07/2025,04/07/2025,Sell to Open,DE,04/11/2025,445.0,Call,Call Sell,1.0,5.65,0.28,564.72,Close,No
04/07/2025,04/07/2025,Sell to Open,AAPL,04/11/2025,210.0,Call,Call Sell,2.0,0.39,0.53,77.47,Close,No
04/07/2025,04/07/2025,Sell to Open,INTC,04/17/2025,23.5,Call,Call Sell,10.0,0.23,2.65,227.35,Close,No
04/07/2025,04/07/2025,Sell to Open,HD,04/11/2025,290.0,Put,Put Sell,1.0,1.53,0.26,152.74,Close,No
04/07/2025,04/04/2025,Expired,ORCL,04/04/2025,128.0,Put,Expired,2.0,0.0,0.0,0.0,Close,No
04/07/2025,04/04/2025,Expired,EXPE,04/04/2025,172.5,Call,Expired,2.0,0.0,0.0,0.0,Close,No
04/07/2025,04/04/2025,Expired,AVGO,04/04/2025,182.5,Call,Expired,2.0,0.0,0.0,0.0,Close,No
04/07/2025,04/04/2025,Expired,INTC,04/04/2025,23.5,Call,Expired,10.0,0.0,0.0,0.0,Close,No
04/07/2025,04/04/2025,Expired,HD,04/04/2025,340.0,Put,Expired,2.0,0.0,0.0,0.0,Close,No
04/07/2025,04/04/2025,Expired,HD,04/04/2025,350.0,Put,Expired,2.0,0.0,0.0,0.0,Close,No
04/07/2025,04/04/2025,Expired,AAPL,04/04/2025,230.0,Call,Expired,1.0,0.0,0.0,0.0,Close,No
04/07/2025,04/04/2025,Assigned,AAPL,04/04/2025,210.0,Put,Assigned,2.0,0.0,0.0,0.0,Close,No
04/07/2025,04/04/2025,Assigned,DE,04/04/2025,440.0,Put,Assigned,1.0,0.0,0.0,0.0,Close,No
04/07/2025,04/04/2025,Assigned,CAT,04/04/2025,310.0,Put,Assigned,2.0,0.0,0.0,0.0,Close,No
04/07/2025,04/04/2025,Assigned,CAT,04/04/2025,320.0,Put,Assigned,2.0,0.0,0.0,0.0,Close,No
04/07/2025,04/04/2025,Assigned,XOM,04/04/2025,115.0,Put,Assigned,3.0,0.0,0.0,0.0,Close,No
04/07/2025,04/04/2025,Assigned,ORCL,04/04/2025,135.0,Put,Assigned,2.0,0.0,0.0,0.0,Close,No
04/07/2025,04/04/2025,Assigned,NVDA,04/04/2025,108.0,Put,Assigned,2.0,0.0,0.0,0.0,Close,No
04/07/2025,04/04/2025,Assigned,NVDA,04/04/2025,98.0,Put,Assigned,2.0,0.0,0.0,0.0,Close,No
04/07/2025,04/04/2025,Assigned,WDAY,04/04/2025,237.5,Put,Assigned,2.0,0.0,0.0,0.0,Close,No
04/07/2025,04/04/2025,Assigned,WDAY,04/04/2025,220.0,Put,Assigned,2.0,0.0,0.0,0.0,Close,No
04/07/2025,04/04/2025,Assigned,AVGO,04/04/2025,160.0,Put,Assigned,2.0,0.0,0.0,0.0,Close,No
04/07/2025,04/04/2025,Assigned,AVGO,04/04/2025,175.0,Put,Assigned,2.0,0.0,0.0,0.0,Close,No
04/07/2025,04/04/2025,Buy,AAPL,,0.0,,Stock Buy,200.0,210.0,0.0,-42000.0,Close,No
04/07/2025,04/04/2025,Buy,DE,,0.0,,Stock Buy,100.0,440.0,0.0,-44000.0,Close,No
04/07/2025,04/04/2025,Buy,CAT,,0.0,,Stock Buy,200.0,310.0,0.0,-62000.0,Open,No
04/07/2025,04/04/2025,Buy,CAT,,0.0,,Stock Buy,200.0,320.0,0.0,-64000.0,Open,No
04/07/2025,04/04/2025,Buy,XOM,,0.0,,Stock Buy,300.0,115.0,0.0,-34500.0,Open,No
04/07/2025,04/04/2025,Buy,ORCL,,0.0,,Stock Buy,200.0,135.0,0.0,-27000.0,Open,No
04/07/2025,04/04/2025,Buy,NVDA,,0.0,,Stock Buy,200.0,108.0,0.0,-21600.0,Open,No
04/07/2025,04/04/2025,Buy,NVDA,,0.0,,Stock Buy,200.0,98.0,0.0,-19600.0,Open,No
04/07/2025,04/04/2025,Buy,WDAY,,0.0,,Stock Buy,200.0,237.5,0.0,-47500.0,Open,No
04/07/2025,04/04/2025,Buy,WDAY,,0.0,,Stock Buy,200.0,220.0,0.0,-44000.0,Open,No
04/07/2025,04/04/2025,Buy,AVGO,,0.0,,Stock Buy,200.0,160.0,0.0,-32000.0,Close,No
04/07/2025,04/04/2025,Buy,AVGO,,0.0,,Stock Buy,200.0,175.0,0.0,-35000.0,Open,No
04/21/2025,04/21/2025,Sell to Open,GLD,04/25/2025,300.0,Put,Put Sell,2.0,0.62,0.53,123.47,Open,No
04/21/2025,04/21/2025,Sell to Open,AXP,04/25/2025,225.0,Put,Put Sell,2.0,0.71,0.53,141.47,Open,No
04/21/2025,04/21/2025,Buy to Close,TSLA,04/25/2025,152.5,Put,Put Buy,2.0,0.54,0.52,-108.52,Close,No
04/21/2025,04/21/2025,Sell to Open,TSLA,04/25/2025,152.5,Put,Put Sell,2.0,0.55,0.53,109.47,Close,No
04/21/2025,04/21/2025,Sell to Open,TSLA,04/25/2025,210.0,Put,Put Sell,2.0,5.15,0.56,1029.44,Open,No
04/21/2025,04/21/2025,Sell to Open,SPY,04/25/2025,490.0,Put,Put Sell,2.0,0.99,0.54,197.46,Open,No
04/21/2025,04/21/2025,Sell to Open,SPY,04/25/2025,545.0,Call,Call Sell,2.0,0.43,0.53,85.47,Open,No
04/21/2025,04/21/2025,Sell to Open,QQQ,04/25/2025,410.0,Put,Put Sell,1.0,0.96,0.26,95.74,Open,No
04/21/2025,04/21/2025,Buy to Close,GOOGL,04/25/2025,160.0,Call,Call Buy,2.0,1.0,0.52,-200.52,Open,No
04/21/2025,04/21/2025,Sell,GOOGL,,0.0,,Stock Sell,200.0,149.27,0.86,29852.68,Close,No
04/21/2025,04/17/2025,Expired,QCOM,04/17/2025,116.0,Put,Expired,2.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,GS,04/17/2025,392.5,Put,Expired,1.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,GOOGL,04/17/2025,133.0,Put,Expired,2.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,QCOM,04/17/2025,127.0,Put,Expired,2.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,CRM,04/17/2025,215.0,Put,Expired,1.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,MSFT,04/17/2025,327.5,Put,Expired,1.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,WMT,04/17/2025,88.0,Put,Expired,2.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,WMT,04/17/2025,82.0,Put,Expired,2.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,TEAM,04/17/2025,215.0,Call,Expired,2.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,IWF,04/17/2025,315.0,Put,Expired,3.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,IWF,04/17/2025,385.0,Call,Expired,1.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,GLD,04/17/2025,288.0,Put,Expired,3.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,GLD,04/17/2025,283.0,Put,Expired,3.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,CMI,04/17/2025,240.0,Put,Expired,2.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,ADP,04/17/2025,260.0,Put,Expired,1.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,TEAM,04/17/2025,170.0,Put,Expired,2.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,TEAM,04/17/2025,185.0,Put,Expired,2.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,ADBE,04/17/2025,305.0,Put,Expired,1.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,FTNT,04/17/2025,80.0,Put,Expired,2.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,QQQ,04/17/2025,490.0,Call,Expired,2.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,QQQ,04/17/2025,485.0,Call,Expired,1.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,QQQ,04/17/2025,380.0,Put,Expired,3.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,CRM,04/17/2025,270.0,Call,Expired,4.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,CRM,04/17/2025,230.0,Put,Expired,1.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,META,04/17/2025,415.0,Put,Expired,2.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,META,04/17/2025,520.0,Call,Expired,2.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,META,04/17/2025,450.0,Put,Expired,1.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,TSLA,04/17/2025,150.0,Put,Expired,2.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,TSLA,04/17/2025,200.0,Put,Expired,2.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,TSLA,04/17/2025,230.0,Put,Expired,2.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,TSLA,04/17/2025,220.0,Put,Expired,2.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,TSLA,04/17/2025,175.0,Put,Expired,2.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,GS,04/17/2025,370.0,Put,Expired,2.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,BLK,04/17/2025,700.0,Put,Expired,1.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,MSFT,04/17/2025,355.0,Put,Expired,2.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,MSFT,04/17/2025,340.0,Put,Expired,2.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,ISRG,04/17/2025,430.0,Put,Expired,1.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,ISRG,04/17/2025,410.0,Put,Expired,1.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,GS,04/17/2025,450.0,Put,Expired,2.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,GS,04/17/2025,430.0,Put,Expired,1.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,COST,04/17/2025,900.0,Put,Expired,1.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,BLK,04/17/2025,810.0,Put,Expired,1.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,AXP,04/17/2025,270.0,Call,Expired,2.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,AMZN,04/17/2025,190.0,Call,Expired,4.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,AMZN,04/17/2025,155.0,Put,Expired,2.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,AMZN,04/17/2025,140.0,Put,Expired,2.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,SPY,04/17/2025,550.0,Call,Expired,3.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,SPY,04/17/2025,560.0,Call,Expired,3.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Expired,SPY,04/17/2025,520.0,Put,Expired,2.0,0.0,0.0,0.0,Close,No
04/21/2025,04/17/2025,Sell,AMZN,,0.0,,Stock Sell,500.0,210.0,3.0,104997.0,Close,No
04/17/2025,04/17/2025,Sell to Open,COST,04/25/2025,900.0,Put,Put Sell,1.0,1.11,0.26,110.74,Open,No
04/17/2025,04/17/2025,Buy to Close,ISRG,04/17/2025,515.0,Call,Call Buy,2.0,0.05,0.02,-10.02,Close,No
04/17/2025,04/17/2025,Sell to Open,XLF,05/02/2025,44.5,Put,Put Sell,5.0,0.31,1.31,153.69,Open,No
04/17/2025,04/17/2025,Sell to Open,XLE,04/25/2025,77.5,Put,Put Sell,2.0,0.41,0.53,81.47,Open,No
04/17/2025,04/17/2025,Sell to Open,WMT,05/02/2025,84.0,Put,Put Sell,2.0,0.32,0.53,63.47,Open,No
04/17/2025,04/17/2025,Sell to Open,WMT,05/02/2025,86.0,Put,Put Sell,2.0,0.47,0.53,93.47,Open,No
04/17/2025,04/17/2025,Sell to Open,QCOM,04/25/2025,127.0,Put,Put Sell,2.0,0.82,0.53,163.47,Open,No
04/17/2025,04/17/2025,Sell to Open,MSFT,04/25/2025,350.0,Put,Put Sell,2.0,1.35,0.54,269.46,Open,No
04/17/2025,04/17/2025,Sell to Open,IWF,05/16/2025,300.0,Put,Put Sell,2.0,2.47,0.54,493.46,Open,No
04/17/2025,04/17/2025,Buy to Open,META,01/16/2026,480.0,Put,Put Buy,4.0,53.6,1.04,-21441.04,Open,Yes
04/17/2025,04/17/2025,Sell to Open,META,04/25/2025,525.0,Call,Call Sell,2.0,4.6,0.56,919.44,Open,No
04/17/2025,04/17/2025,Buy to Open,ISRG,01/16/2026,460.0,Put,Put Buy,3.0,45.0,0.78,-13500.78,Open,Yes
04/17/2025,04/17/2025,Sell to Open,ISRG,04/25/2025,380.0,Put,Put Sell,2.0,1.17,0.54,233.46,Open,No
04/17/2025,04/17/2025,Sell to Open,GS,04/25/2025,542.5,Call,Call Sell,2.0,1.15,0.54,229.46,Open,No
04/17/2025,04/17/2025,Buy to Close,GOOGL,04/17/2025,157.5,Call,Call Buy,5.0,0.02,0.05,-10.05,Close,No
04/17/2025,04/17/2025,Sell to Open,GOOGL,04/25/2025,160.0,Call,Call Sell,5.0,1.93,1.34,963.66,Open,No
04/17/2025,04/17/2025,Sell to Open,GLD,04/25/2025,295.0,Put,Put Sell,2.0,0.98,0.54,195.46,Open,No
